0,1,2,3,4,5,6
悦に浸る,えつにひたる,exp v5r,v5,1,to be pleased to gloat to glow with self-satisfaction,2832116
悩みの種,なやみのたね,exp n,,2,source of worry source of distress,1899400
悩みを抱える,なやみをかかえる,exp v1,v1,1,to have troubles to have concerns,2663950
悪い事はいわない,わるいことはいわない,exp,,1,I'm telling you this for your own good here's some friendly advice,2826812
悪い事は出来ぬもの,わるいことはできぬもの,exp id arch,,-99,Murder will out,2416580
悪い癖,わるいくせ,exp n,,2,bad habit bad habits,2735220
悪い行い,わるいおこない,exp n,,2,bad deed evil deed,1917680
悪い風邪,わるいかぜ,exp n,,3,bad cold,1917690
悪くなる,わるくなる,exp v5r vi,v5,6,to get worse to deteriorate to go from bad to worse to become worse,2691760
悪く言う,わるくいう,exp v5u,v5,4,to deprecate to traduce,1151270
悪に傾く,あくにかたむく,exp v5k,v5,2,to be inclined to evil,1151350
悪に染まる,あくにそまる,exp v5r,v5,3,to steeped in vice,1856230
悪の枢軸,あくのすうじく,exp,,3,"Axis of Evil (Iran, Iraq & North Korea)",2118190
悪の道へ誘う,あくのみちへいざなう,exp v5u obsc,v5,3,to lead astray to lure a person to evil ways,1151370
悪びれずに,わるびれずに,exp,,3,calmly with good grace,2064550
悪ふざけをする,わるふざけをする,exp vs-i,vs,1,to play pranks (on) to joke around,2402330
悪を懲らす,あくをこらす,exp v5s,v5,2,to punish the wicked,1856250
悪事を働く,あくじをはたらく,exp v5k,v5,3,to commit a crime to do evil,1856210
悪事を唆す,あくじをそそのかす,exp v5s,v5,2,to entice a person to do something wrong,1904240
悪事千里,あくじせんり,exp yoji,,3,bad news traveling fast ill news spreading like wildfire,2029820
悪事千里を行く,あくじせんりをいく,exp id,,3,bad news travels fast,2141030
悪事千里を走る,あくじせんりをはしる,exp id,,3,bad news travels quickly,1970560
悪人ども,あくにんども,exp,,2,wicked ones bad guys rascals,2754030
悪人は畳の上では死ねない,あくにんはたたみのうえではしねない,exp id,,1,A bad person does not deserve to die in his own bed,2416600
悪人正機,あくにんしょうき,exp yoji,,3,The evil persons are the right object of Amida's salvation The evil persons have the unique opportunity to go to heaven,2041000
悪口を言う,わるくちをいう,exp v5u,v5,2,to insult to say something insulting about to bad-mouth,2776800
悪夢から覚める,あくむからさめる,exp v1,v1,4,to come to one's senses,1970570
悪妻は百年の不作,あくさいはひゃくねんのふさく,exp,,2,a bad wife spells the ruin of her husband a bad wife means a hundred years of bad luck to her husband,2126750
悪影響を及ぼす,あくえいきょうをおよぼす,exp v5s,v5,3,to affect adversely to have a negative influence (on),2227600
悪態をつく,あくたいをつく,exp v5k,v5,4,to use abusive language to curse to call someone names,1152240
悪木盗泉,あくぼくとうせん,exp yoji,,4,A virtuous person does (should) not commit an act that offends his moral principles no matter how hard pressed he may be,2041020
悪法も亦法也,あくほうもまたほうなり,exp id,,1,"A law is a law, however undesirable it may be",2416610
悪臭を放つ,あくしゅうをはなつ,exp v5t,v5,2,to give off a stench to stink,2772020
悪貨は良貨を駆逐する,あっかはりょうかをくちくする,exp proverb,,3,"when there is a legal tender currency, bad money drives out good money (Gresham's Law)",1929200
悪運が強い,あくうんがつよい,exp,,3,having the luck to escape trouble (your behaviour has landed you in),2238200
悪銭身に付かず,あくせんみにつかず,exp id,,3,"Easy come, easy go Lightly comes, lightly goes Soon gotten soon spent",2148450
悲しいかな,かなしいかな,exp,,5,Sad to say How sad Alas,1636300
悲しい出来事,かなしいできごと,exp n,,2,sad event,1866120
悲しみに閉ざされる,かなしみにとざされる,exp v1,v1,1,to be buried in grief,1866170
悲しみを紛らす,かなしみをまぎらす,exp v5s,v5,1,to divert one's mind from sorrow,1866180
悲嘆に暮れる,ひたんにくれる,exp v1,v1,2,to suffer heartache,2420990
悲鳴を上げる,ひめいをあげる,exp v1,v1,4,to scream,2572900
情が強い,じょうがこわい,exp obsc,,1,stubborn hardheaded,1885860
情が移る,じょうがうつる,exp v5r,v5,2,to become attached to begin to love,2803950
情が薄い,じょうがうすい,exp adj-i,adj-i,1,coldhearted hardhearted,1885840
情けが仇,なさけがあだ,exp id,,1,Pardon makes offenders,2418050
情けは人の為ならず,なさけはひとのためならず,exp proverb,,4,the good you do for others is good you do yourself compassion is not for other people's benefit,2211780
情けをかける,なさけをかける,exp v1,v1,2,to show mercy to show sympathy to have compassion to be kind,2777660
情けを交わす,なさけをかわす,exp v5s,v5,2,to have sexual intercourse,1899070
情けを知る,なさけをしる,exp v5r,v5,3,to fall in love (for the first time) to know love,2572260
情にもろい,じょうにもろい,exp adj-i,adj-i,3,soft-hearted susceptible sentimental tender-hearted,2580970
情に絆される,じょうにほだされる,exp v1,v1,1,to feel compassion towards to be swayed by emotion to be moved by,2832994
情の深い,じょうのふかい,exp adj-i,adj-i,2,kind-hearted compassionate charitable,1886120
情を張る,じょうをはる,exp v5r,v5,1,to be obstinate,1886230
情報量が多い,じょうほうりょうがおおい,exp adj-i,adj-i,1,having high information content informative,1921140
惚れた腫れた,ほれたはれた,exp,,2,head over heels (often used mockingly) madly (in love),2216800
惜しむべき,おしむべき,exp,,4,lamentable regrettable,1862410
惜しむらくは,おしむらくは,exp adv,,3,I regret that It's unfortunate but It's too bad that,2177430
惜し気もなく,おしげもなく,exp adv,,4,freely generously liberally ungrudgingly,2011790
惨状を極める,さんじょうをきわめる,exp v1,v1,1,to present a very terrible (miserable) sight,1879400
想を練る,そうをねる,exp v5r,v5,2,to turn (a matter) over in one's mind to think deeply,1889770
想像がつく,そうぞうがつく,exp v5k,v5,2,one can imagine,2451240
想像しにくい,そうぞうしにくい,exp adj-i,adj-i,2,hard to imagine,1399620
想像に任せる,そうぞうにまかせる,exp v1,v1,1,to leave something to someone's imagination (e.g. I'll leave that to your imagination),2401380
想像に難くない,そうぞうにかたくない,exp,,1,easy to imagine,2068980
想像を絶する,そうぞうをぜっする,exp vs-s adj-f,vs,3,beyond imagination unimaginable,2772310
愁眉を開く,しゅうびをひらく,exp v5k,v5,2,to feel relieved,2125730
意にかなう,いにかなう,exp v5u,v5,3,to satisfy (one) to meet (one's) desire,2249620
意に介する,いにかいする,exp vs-s,vs,3,to mind to care to worry,2158110
意に反する,いにはんする,exp vs-s,vs,2,going against one's will contrary to one's intentions going against one's desire going contrary to one's wishes,2827563
意に満たない,いにみたない,exp,,2,unsatisfactory,2403490
意のままに,いのままに,exp adv,,2,at will,2394480
意を得ない,いをえない,exp adj-i,adj-i,2,beyond one's comprehension beyond one's grasp,1859550
意を得る,いをえる,exp v1,v1,1,to turn out as one thought,2411360
意を決する,いをけっする,exp vs-s,vs,3,to resolve to ready (oneself) to make up one's mind,2152500
意を用いる,いをもちいる,exp v1,v1,2,to pay attention to,2595920
意を迎える,いをむかえる,exp v1,v1,2,to cater to another's wish to accommodate to be agreeable,1859590
意を酌む,いをくむ,exp v5m,v5,2,to enter into a person's feelings to guess what somebody feels (using one's intuition),1859560
意余って言葉足らず,いあまってことばたらず,exp,,1,unable to find adequate words (e.g. to express feelings) being at a loss for words,2751480
意味ありげ,いみありげ,exp adj-na,,4,meaningful suggestive telling significant pregnant (pause etc.),2518230
意味がある,いみがある,exp v5r-i,v5,1,to have meaning to be meaningful,2746240
意味が無い,いみがない,exp adj-i,adj-i,1,useless no future in it doesn't make sense having no point,2760390
意味が通じる,いみがつうじる,exp v1,v1,2,to be comprehensible,2239200
意味が通る,いみがとおる,exp v5r,v5,2,to be comprehensible,2239190
意味するもの,いみするもの,n exp,,2,meaning connotation denotation,2595780
意味をなさない,いみをなさない,exp,,3,not making sense meaningless,2142240
意味をなす,いみをなす,exp v5s,v5,2,to make sense to be meaningful,2142250
意味を取る,いみをとる,exp v5r,v5,3,to follow the sense to understand the meaning of,1859340
意味を捉える,いみをとらえる,exp v1,v1,3,to grasp the meaning,1859330
意地が悪い,いじがわるい,exp adj-i,adj-i,4,malicious deliberately mean,2590010
意地でも,いじでも,exp adv,,3,at any cost at any price at any expense,2518220
意地を張る,いじをはる,exp v5r,v5,3,to not give in to be obstinate to be stubborn to be perverse,1632820
意地張る,いじばる,exp v5r,v5,3,to be stubborn to be obstinate to be perverse to not give in,2399360
意志の強い,いしのつよい,exp adj-i,adj-i,2,strong-minded strong-willed having great willpower,1156570
意志の疎通,いしのそつう,exp n,,5,mutual understanding agreement of wills,1156580
意思が強い,いしがつよい,exp adj-i,adj-i,1,determined strong-willed,2832247
意気が揚がる,いきがあがる,exp v5r,v5,3,to be in high spirits,1857900
意気に感じる,いきにかんじる,exp v1,v1,3,to be positively affected by someone's strength of spirit,2119970
意気に燃える,いきにもえる,exp v1,v1,3,to be fired up with enthusiasm for accomplishing something,2119980
意気地のない,いくじのない,exp adj-i,adj-i,5,spineless backboneless timid cowardly weak-kneed,1156500
意気天を衝く,いきてんをつく,exp v5k,v5,3,to be in high spirits,2119950
意表を突く,いひょうをつく,exp v5k,v5,3,to take (someone) by surprise to do something unexpected,2140440
意見が一致,いけんがいっち,exp n vs,vs,1,seeing eye to eye reaching an agreement coinciding in opinion,2651130
意見が纏まる,いけんがまとまる,exp v5r,v5,1,to agree on to agree about,2767000
意見を吐く,いけんをはく,exp v5k,v5,3,to give one's opinion,1858190
意見を持つ,いけんをもつ,exp v5t,v5,3,to hold an opinion,1858200
意見を言う,いけんをいう,exp v5u,v5,2,to state one's opinion,1858180
意見を述べる,いけんをのべる,exp v1,v1,2,to state one's opinion to offer one's opinion to opine,2771620
意識が高い,いしきがたかい,exp adj-i,adj-i,1,highly conscious highly aware well-versed highly knowledgable,2827042
意識を回復する,いしきをかいふくする,exp vs-i,vs,2,to resuscitate to revive to regain consciousness to come round,2778030
意識を変える,いしきをかえる,exp v1,v1,2,to alter one's state of consciousness to change one's mindset to change one's attitude,2629660
意識を失う,いしきをうしなう,exp v5u,v5,3,to lose consciousness,2026690
愚にもつかない,ぐにもつかない,exp,,2,nonsensical ridiculous trifling,2122890
愚の骨頂,ぐのこっちょう,exp n,,2,the height of folly sheer stupidity,2122900
愚痴の闇,ぐちのやみ,exp,,1,the darkness of ignorance,2186120
愚痴をこぼす,ぐちをこぼす,exp v5s vt,v5,3,to whinge to kvetch to gripe to complain to whine,2795180
愚者も千慮に一得,ぐしゃもせんりょにいっとく,exp,,2,Even fools can give good counsel,2569130
愚者一得,ぐしゃいっとく,exp yoji,,2,Even a fool may sometimes give good counsel,2044320
愛してる,あいしてる,exp,,2,I love you,2166260
愛すべき,あいすべき,exp,,8,lovable,1150440
愛でたし,めでたし,exp uk arch,,-96,happy auspicious propitious joyous,1150470
愛に飢える,あいにうえる,exp v1,v1,3,to hunger for love to starve for love,1150490
愛嬌を振りまく,あいきょうをふりまく,exp v5k,v5,3,to make oneself pleasant to everybody to smile at everybody to try to please everybody to make things pleasant,2151600
愛情を傾ける,あいじょうをかたむける,exp v1,v1,3,to fix one's affection on,1855950
愛想が尽きる,あいそがつきる,exp v1,v1,4,to be disgusted with to be fed up with to run out of patience with,2119120
愛想も小想も尽き果てる,あいそもこそもつきはてる,exp v1,v1,3,to be completely disgusted with to be absolutely fed up with to run out of patience with,2607870
愛想よく,あいそよく,exp adv vs,vs,5,engagingly cordially amiably sociably hospitably,2777430
愛想を尽かす,あいそをつかす,exp v5s,v5,4,to be disgusted with to run out of patience to fall out of love,1855980
愛想を振りまく,あいそをふりまく,exp v5k,v5,2,to make oneself pleasant to everybody,2568060
愛敬のある,あいきょうのある,exp,,8,charming attractive,1150630
愛着が湧く,あいちゃくがわく,v5k exp,v5,1,to grow fond of to grow attached to to become enamoured with,2753910
愛羅武勇,あいらぶゆう,exp sl uk,,2,I love you,2166250
感じがする,かんじがする,exp vs-i,vs,4,to have a feeling (that) to have a sensation (that),2831239
感情に走る,かんじょうにはしる,v5r vi exp,v5,3,act on one's emotions be carried away by one's feelings get (become) emotional,2557390
感情を害する,かんじょうをがいする,exp vs-s,vs,2,to hurt someone's feelings to offend someone,2401850
感情を殺す,かんじょうをころす,exp v5s,v5,2,to suppress one's emotions,1867590
感謝感激雨あられ,かんしゃかんげきあめあられ,exp n joc,,2,I am terribly grateful,2810700
慇懃な間柄,いんぎんなあいだがら,exp,,1,(on) sexually intimate terms with,2120070
慇懃を通じる,いんぎんをつうじる,exp v1,v1,2,to have a surreptitious sexual relationship with to have an illicit love affair with,2120060
態度が大きい,たいどがおおきい,exp adj-i,adj-i,1,arrogant impudent haughty boastful,2827263
態度を取る,たいどをとる,exp v5r,v5,2,to take an attitude to take a stance to commit oneself to assume a position,2208180
慌てる乞食は貰いが少ない,あわてるこじきはもらいがすくない,exp proverb,,1,slow and steady wins the race there is luck in the last helping,2417400
慎重を期する,しんちょうをきする,exp vs-i,vs,1,to be careful to take the utmost care,2774200
慙愧に堪えない,ざんきにたえない,exp,,2,feeling deeply ashamed of oneself overwhelmed with shame,2060740
慣れっこになる,なれっこになる,exp v5r,v5,4,to become used to to become familiar with to grow accustomed to,2533340
慣性の法則,かんせいのほうそく,exp n physics,,3,law of inertia,1979600
慶春,けいしゅん,exp,,3,Happy New Year,2598290
憂いを帯びた顔,うれいをおびたかお,exp n,,1,sorrowful look,1860780
憂うべき,うれうべき,exp,,4,deplorable alarming grievous lamentable,2036290
憂き目を見る,うきめをみる,exp v1,v1,2,to have a hard time of it to have a bitter experience,1859940
憂き身をやつす,うきみをやつす,exp v5s,v5,3,to be absorbed in to devote oneself (to) to give oneself over (to),2758370
憂さをはらしに,うさをはらしに,exp adv,,1,for amusement by way of diversion (distraction from grief),1540770
憂さを晴らす,うさをはらす,exp v5s,v5,2,to forget one's troubles by doing something enjoyable,2102210
憎まれっ子世に憚る,にくまれっこよにはばかる,exp id,,1,Ill weeds grow apace,2418770
憧れの的,あこがれのまと,exp,,604,"object of adoration, longing",2228920
懇ろになる,ねんごろになる,exp v5r,v5,4,to become intimate with (e.g. a woman) to become acquainted,1900760
懇意になる,こんいになる,exp v5r,v5,4,to get (become) acquainted to get to know to get (become) intimate with to become friendly with to become friends,2525960
懐かしのメロディ,なつかしのメロディ,exp n,,1,nostalgic song golden oldie,2735570
懐が寂しい,ふところがさびしい,exp adj-i,adj-i,2,strapped for cash hard up,1855700
懐が寒い,ふところがさむい,exp adj-i,adj-i,2,strapped for cash,2434340
懐が暖かい,ふところがあったかい,exp adj-i,adj-i,2,flush with money have a full purse have a full handbag,2016860
懐が深い,ふところがふかい,exp adj-i,adj-i,8,broad-minded,1976530
懐が痛む,ふところがいたむ,exp v5m,v5,2,to make a dent in one's purse to have to pay out of one's own pocket,1906330
懐にする,ふところにする,exp vs-i,vs,3,to carry in one's pocket to own,2755640
懐に入る,ふところにはいる,exp v5r MA sumo,v5,1,to get in close to one's opponent,2755650
懐の深い,ふところのふかい,exp adj-i,adj-i,1,broad-minded,2238500
懐を痛める,ふところをいためる,exp v1,v1,2,to pay out of one's own pocket,1976540
懐を肥やす,ふところをこやす,exp v5s,v5,2,to feather one's own nest,1976550
懲りない奴,こりないやつ,exp,,2,person (generally male) who won't learn their lesson persistent jerk,2527400
成す角,なすかく,exp,,1,formed angle angle made,2651580
成ってない,なってない,exp uk,,2,unacceptable no good complete failure inadequate,2202040
成らぬ堪忍するが堪忍,ならぬかんにんするがかんにん,exp id,,1,True patience lies in bearing the unbearable,2418510
成り行きに任せる,なりゆきにまかせる,exp v1,v1,2,to leave to take its own course to let a matter take care of itself,2401400
成れの果て,なれのはて,exp,,4,the mere shadow of one's former self the ruin of what one once was,2126190
成ろう事なら,なろうことなら,exp uk,,1,if possible if circumstances allow,2266940
成功のカギ,せいこうのカギ,exp n,,1,key success factor key to success KSF,2773720
成功を収める,せいこうをおさめる,exp v1,v1,2,to achieve success,2188330
成功を望む,せいこうをのぞむ,exp v5m,v5,1,to hope to succeed,1887560
成果を収める,せいかをおさめる,exp v1,v1,1,to achieve success,1887440
成長を阻む,せいちょうをはばむ,exp v5m,v5,1,"to hinder the growth of (e.g. plants, someone) to hamper the growth of",1887790
我が世の春,わがよのはる,exp n,,3,heyday prime one's glory the height of one's prosperity,1975950
我が事,わがこと,exp n,,3,personal affair one's own affair,1196810
我が事成れり,わがことなれり,exp arch,,-98,I've done my part,2564750
我が党,わがとう,exp n,,4,my party our party,1196700
我が君,わがきみ,exp n,,1,my lord,1196680
我が国,わがくに,exp n,,709,our country our land one's own country,1606630
我が夫,わがつま,exp n,,1,my spouse (esp. used to refer to one's wife) my wife my husband,2199990
我が子,わがこ,exp n,,3,one's own child one's own children,2034450
我が家,わがや,exp n,,709,one's house one's home one's family,1606650
我が強い,ががつよい,exp adj-i,adj-i,2,egoistic selfish self-willed,1625130
我が意を得る,わがいをえる,exp v1,v1,1,to approve of,1196800
我が方,わがほう,exp n,,2,our side we,1196950
我が校,わがこう,exp n,,2,our school my school,2005900
我が物,わがもの,exp n,,4,one's own property possessions,1196920
我が物にする,わがものにする,exp vs-i,vs,5,to make something one's own to appropriate for oneself,2682250
我が身を恨む,わがみをうらむ,exp v5m,v5,2,to blame oneself,1917280
我が身を抓って人の痛さを知れ,わがみをつねってひとのいたさをしれ,exp proverb,,1,you can't appreciate others' suffering until you've gone through it yourself pinch oneself and know others' pain,2416830
我に返る,われにかえる,exp v5r,v5,5,to come to one's senses,2125250
我の強い,がのつよい,exp adj-i,adj-i,3,egoistic selfish self-willed,2238490
我を出す,がをだす,exp v5s,v5,1,to insist on one's own ideas,1196740
我を張る,がをはる,exp v5r,v5,3,to insist on one's own ideas,1196760
我を忘れる,われをわすれる,exp v1,v1,4,to forget oneself to lose control of oneself,2037240
我を折る,がをおる,exp v5r,v5,3,to concede a point to yield to give in,1196750
我を立てる,がをたてる,exp v1,v1,2,to insist on one's own ideas,1196780
我を通す,がをとおす,exp v5s,v5,4,to insist on one's own ideas to have one's own way,1196770
我心,わがこころ,exp n,,1,my heart,1196850
我思う故に我在り,われおもうゆえにわれあり,exp,,1,"I think, therefore I am",2164860
我慢しないで,がまんしないで,exp,,2,without restraint without hesitation without holding back,2513720
我関せず,われかんせず,exp,,2,no concern of mine nothing to do with me,2068430
戒を破る,かいをやぶる,exp v5r,v5,1,to break the Buddhist commandments,1864120
或いは,あるいは,adv conj exp uk,,610,or possibly,1586850
戦いを挑む,たたかいをいどむ,exp v5m,v5,1,to challenge (a person) to a fight,1891260
戦えば乃ち勝つ,たたかえばすなわちかつ,exp v5t obsc,v5,1,to win every battle (that is fought) to be ever victorious,1891270
戦端を開く,せんたんをひらく,exp v5k,v5,2,to open hostilities to take up arms (against),1888970
戸を破る,とをやぶる,exp v5r,v5,3,to bust down a door to break a door open,1898120
戸を立てる,とをたてる,exp v1,v1,2,to shut a door,1898110
戸を開ける,とをあける,exp v1,v1,3,to open the door,1898100
戻ってくる,もどってくる,exp vk,vk,2,to come back,2092960
所では,ところでは,exp uk,,3,so far as,1897510
所により,ところにより,exp uk,,2,in places,2759050
所へ,ところへ,exp uk,,1,thereupon shortly thereafter,2097010
所を替える,ところをかえる,exp v1,v1,2,to change sides to change places,1897520
所変われば品変わる,ところかわればしなかわる,exp id,,2,"So many countries, so many customs",2417890
所嫌わず,ところきらわず,exp adv,,4,anywhere everywhere indiscriminate(ly) no matter where,1661690
所帯を持つ,しょたいをもつ,exp v5t,v5,2,to keep a house to run a household,2403040
所構わず,ところかまわず,exp adv uk,,3,irrespective of the occasion indiscriminately,1854600
所為か,せいか,exp uk,,1,it may be because,2026700
所為にする,せいにする,exp vs-i uk,vs,2,to lay the blame on to put the fault on,2202970
所要時間を計る,しょようじかんをはかる,exp v5r,v5,1,to calculate the time required,1883420
手あかの付いた,てあかのついた,exp adj-f,,1,worn-out (e.g. joke) stale hackneyed,2832745
手がつけられない,てがつけられない,exp adj-i,adj-i,2,out of control out of hand unmanageable,2766770
手がない,てがない,exp adj-i,adj-i,3,not having enough workers being understaffed being undermanned,2767920
手が上がる,てがあがる,exp v5r,v5,2,to improve one's skill (esp. at calligraphy or drinking larger amounts of alcohol),1854430
手が出ない,てがでない,exp adj-i,adj-i,4,out of one's reach beyond one's grasp,2603750
手が出る,てがでる,exp v1,v1,4,to jab to swing at a bad ball (baseball),2620820
手が切れる,てがきれる,exp v1,v1,3,to break off with (e.g. one's lover),2592120
手が利く,てがきく,exp v5k,v5,2,to be able to be competent,2614770
手が塞がる,てがふさがる,exp v5r,v5,1,to be busy to be tied up doing something,2276780
手が届く,てがとどく,exp v5k,v5,5,to be able to reach to be within one's reach to be able to afford to have the means to buy,2400050
手が後ろに回る,てがうしろにまわる,exp v5r,v5,2,to have one's hands tied behind one to be arrested,2125820
手が悪い,てがわるい,exp adj-i,adj-i,1,unscrupulous,2754970
手が掛かる,てがかかる,exp v5r,v5,2,to take a lot of dealing with to be a handful,2089710
手が早い,てがはやい,exp,,5,to be a quick worker,2089780
手が混む,てがこむ,exp v5m,v5,1,to be intricate to be elaborate to be complicated to be complex,2159200
手が滑る,てがすべる,exp v5r,v5,1,to have one's hands slip (and drop something),2399520
手が空く,てがあく,exp v5k,v5,2,to be free to be available,2093080
手が足りない,てがたりない,exp adj-i,adj-i,2,short of hands,1895430
手が離せない,てがはなせない,exp adj-i,adj-i,2,having to continue doing the work at hand right in the middle of something,2125840
手が離れる,てがはなれる,exp v1,v1,1,to leave one's hands to leave one's possession,2721980
手ぐすね引く,てぐすねひく,exp v5k,v5,4,to be ready and waiting for to be on the alert for,2121110
手っ取り早く言えば,てっとりばやくいえば,exp,,2,in a word to put it briefly to make a long story short,2118820
手にかける,てにかける,exp v1,v1,9,to take care of to bring up under one's personal care,2803280
手にする,てにする,exp vs-i,vs,6,to hold (in one's hand) to take (into one's hand),2266810
手に乗る,てにのる,exp v5r,v5,3,to be fooled by something to be taken in,2082890
手に付かない,てにつかない,exp,,2,"to not be able to concentrate on (due to distractions, etc.)",2202960
手に余る,てにあまる,exp v5r,v5,3,to be beyond one's capacities to be beyond one's powers to be beyond one's control to be unmanageable,1895820
手に入る,てにはいる,exp v5r,v5,605,to obtain to come into possession of to get hold of to get one's hands on,1327220
手に入れる,てにいれる,exp v1 vt,v1,608,to obtain to procure,1327230
手に取る,てにとる,exp v5r,v5,2,to take in one's hand to pick up to obtain,1895840
手に取るように,てにとるように,exp,,2,quite clearly quite distinctly perfectly exactly,2794080
手に手に,てにてに,exp,,3,each (carrying),2662900
手に掛かる,てにかかる,exp v5r vi,v5,2,to fall into someone's hands to place oneself in someone's power,2777730
手に汗を握る,てにあせをにぎる,exp v5r,v5,3,to sit on the edge of one's seat to be in breathless suspense,2117950
手に渡る,てにわたる,exp v5r,v5,2,to fall into someone's hands to pass into another's possession,2830259
手に職をつける,てにしょくをつける,v1 vt exp,v1,2,to acquire a trade to learn a vocation,2801980
手に職をもつ,てにしょくをもつ,exp v5t,v5,1,to have a trade to have a vocation,2826586
手に落ちる,てにおちる,exp v1,v1,2,to fall into (someone's) hands to fall under someone's control to become someone's property (e.g. of an object),1904380
手に負えない,てにおえない,exp adj-i,adj-i,3,spoiled unmanageable uncontrollable incorrigible obstreperous,2084650
手のかかる,てのかかる,exp adj-f,,3,"troublesome difficult (e.g. customer, guest, child) laborious (e.g. task, dinner)",2527000
手のつけられない,てのつけられない,exp adj-i,adj-i,2,out of control out of hand unmanageable,2827163
手のひらを返す,てのひらをかえす,exp v5s,v5,5,to change one's attitude quickly,2068440
手の内を見せる,てのうちをみせる,exp v1 id,v1,3,to reveal one's true intentions to show one's cards,2125850
手の届かない所,てのとどかないところ,exp,,1,(a place) out of one's reach,2400060
手の施しようがない,てのほどこしようがない,exp,,2,beyond help there's nothing that can be done,2125830
手の腹,てのはら,exp n,,1,palm (of one's hand),2728260
手も足も出ない,てもあしもでない,exp,,2,cannot do a thing feeling handcuffed being at the end of one's tether being at one's wit's end,2117970
手をかける,てをかける,exp v1,v1,7,to lay hands on to touch,2528250
手をこまねく,てをこまねく,exp v5k,v5,5,to fold one's arms to stand and watch (without interfering),2267430
手をつける,てをつける,exp v1,v1,12,to set one's hand to to start work on,2222160
手を下す,てをくだす,exp v5s,v5,3,to do oneself to do by oneself,2394490
手を休める,てをやすめる,exp v1,v1,2,"to rest (from work, studying, etc.) to take a break",2832092
手を借りる,てをかりる,exp v1 id,v1,2,to accept help to get help to ask for help,2759410
手を入れる,てをいれる,exp v1,v1,3,to correct to touch up to smarten up,2798690
手を出す,てをだす,exp v5s,v5,9,to turn one's hand to to reach out one's hand,1896030
手を切る,てをきる,exp v5r,v5,4,to cut off (a relationship),1327280
手を加える,てをくわえる,exp v1,v1,3,to perform some process to apply some treatment,2120300
手を取る,てをとる,exp v5r,v5,2,to take someone's hand,2402970
手を叩く,てをたたく,exp v5k,v5,3,to clap,1327300
手を回す,てをまわす,exp v5s,v5,3,to make the necessary preparations in secret,2573880
手を変える,てをかえる,exp v1,v1,2,to resort to other means,1895960
手を変え品を変え,てをかえしなをかえ,exp adv id,,2,by hook or by crook by all possible means,1895950
手を尽くす,てをつくす,exp v5s,v5,2,to try all possible means,2184570
手を差し伸べる,てをさしのべる,exp v1,v1,1,to lend a hand to give a hand to help to extend a helping hand,1895990
手を延べる,てをのべる,exp v1,v1,1,to extend one's arm to reach out to offer one's hand,1896070
手を引く,てをひく,exp v5k,v5,6,to withdraw from (a deal) to wash one's hands of,1896080
手を打つ,てをうつ,exp v5t,v5,6,to take measures (in face of events being anticipated),2200440
手を抜く,てをぬく,exp v5k,v5,4,to ease up (on an opponent) to cut corners to be shoddy,1327310
手を挙げる,てをあげる,exp v1,v1,6,to raise one's hand or hands,2210610
手を振る,てをふる,exp v5r,v5,4,to wave one's hand,1896090
手を携えて,てをたずさえて,exp,,3,hand in hand,1896020
手を支える,てをつかえる,exp v1,v1,1,"to place both hands on the ground (to express respect, apology or to present a request)",2660800
手を束ねて,てをつかねて,exp,,1,doing nothing folding one's arms,1896040
手を染める,てをそめる,exp v1,v1,3,to get involved (with) to begin (with) to have a hand (in),1896010
手を汚す,てをよごす,exp v5s,v5,2,to dirty one's hands,2401840
手を焼かせる,てをやかせる,exp v1,v1,1,to bother to embarrass to harass to give someone a hard time to give someone a lot of trouble,2793120
手を焼く,てをやく,exp v5k,v5,2,not know what to do with to be at a loss with to have difficulty with to be put out,2028670
手を煩わす,てをわずらわす,exp v5s,v5,2,to cause a person trouble,2572480
手を煩わせる,てをわずらわせる,exp v1,v1,2,to cause a person trouble,2399490
手を空かす,てをすかす,exp v5s,v5,1,to make oneself available,1896000
手を突く,てをつく,exp v5k,v5,3,"to place both hands on the ground (to express respect, apology or to present a request)",2583530
手を組む,てをくむ,exp v5m,v5,4,to join hands together,1895980
手を結ぶ,てをむすぶ,exp v5b,v5,3,to join hands,1896110
手を繋ぐ,てをつなぐ,exp v5g,v5,3,to join hands (with),1896060
手を貸す,てをかす,exp v5s id,v5,3,to lend a hand to help,2126990
手を離れる,てをはなれる,exp v1,v1,4,to become independent,2402990
手中におさめる,しゅちゅうにおさめる,exp v1,v1,2,to make one's own to take possession of,2400040
手中にする,しゅちゅうにする,exp vs-i,vs,1,to get hold of to take possession of to seize,1328130
手付けを打つ,てつけをうつ,exp v5t,v5,1,to advance money (on a contract),1895750
手元が狂う,てもとがくるう,exp v5u,v5,3,to become clumsy to miss one's aim,2589720
手入らず,ていらず,exp adj-no,,7,requiring little trouble untouched,1698370
手刀を切る,てがたなをきる,exp v5r sumo,v5,2,to make a ceremonial hand movement when receiving the monetary award,2024370
手前の方,てまえのほう,exp,,2,this side in the forefront,1328040
手動による,しゅどうによる,exp adj-f,,2,manually powered manual,2362570
手取り足取り,てとりあしとり,exp adv,,5,attentively with great attention to detail (e.g. when teaching) patiently,2068420
手塩に掛ける,てしおにかける,exp v1,v1,3,to bring up under one's personal care,2104170
手底の玉,たなそこのたま,exp n,,1,apple of one's eye,2827978
